EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,Gender,JobLevel,JobRole,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,Heure moyenne par jour sur l'annee,Nombre de jour travailles
2102,27,0,2,Research & Development,7,3,0,3,Manufacturing Director,34080,1,24,0,9,2,9,6,8,1,2,3,08:15:18,234
2103,54,0,3,Research & Development,9,2,0,2,Sales Representative,29830,7,14,1,33,2,5,1,4,4,1,2,05:44:05,235
2104,44,0,2,Human Resources,4,4,0,5,Laboratory Technician,76320,1,21,0,10,3,10,7,7,1,3,3,05:32:55,242
2105,19,1,1,Sales,2,2,0,3,Healthcare Representative,98240,1,18,0,1,2,1,0,0,1,4,3,07:39:43,238
2106,29,0,2,Research & Development,19,4,0,1,Manufacturing Director,99500,1,20,0,3,3,3,1,2,1,3,3,06:44:38,238
2107,54,0,2,Research & Development,9,4,0,2,Sales Executive,20930,3,19,0,36,2,10,0,9,4,3,3,06:50:25,232
2108,31,0,2,Research & Development,21,3,0,2,Laboratory Technician,99800,1,12,0,6,1,6,0,1,3,2,3,08:02:04,244
2109,31,0,2,Sales,24,1,1,1,Sales Executive,38940,1,12,0,10,3,10,1,8,3,3,4,06:39:28,238
2110,59,0,2,Research & Development,3,4,0,1,Research Scientist,40510,5,16,3,13,3,6,0,5,3,3,3,06:54:04,242
2111,43,0,2,Research & Development,11,2,0,3,Laboratory Technician,168350,3,17,1,25,3,8,0,7,3,3,3,05:58:31,236
2112,49,0,2,Sales,14,4,0,2,Research Scientist,62300,2,14,0,23,2,1,0,0,1,4,2,05:56:43,232
2113,36,0,3,Sales,5,2,1,1,Laboratory Technician,47170,1,19,1,12,3,11,0,7,3,2,3,05:32:08,237
2114,48,0,2,Research & Development,1,4,1,2,Laboratory Technician,132370,5,13,1,7,2,1,0,0,4,2,4,05:20:16,228
2115,27,0,2,Research & Development,6,4,0,2,Laboratory Technician,37550,1,19,0,5,2,5,0,3,1,3,3,07:23:18,241
2116,29,0,2,Sales,17,4,0,1,Laboratory Technician,65820,1,19,1,6,3,6,1,0,3,3,3,07:59:24,237
2117,48,0,2,Sales,1,1,0,2,Manufacturing Director,74060,6,14,2,25,2,1,0,0,4,4,3,05:30:05,232
2118,29,0,2,Research & Development,3,3,1,2,Healthcare Representative,48050,3,16,1,9,2,7,1,7,4,2,3,06:22:39,242
2119,34,0,2,Sales,9,4,1,2,Laboratory Technician,27410,0,15,1,2,3,1,0,0,3,2,3,05:31:05,240
2120,44,0,2,Research & Development,4,3,1,1,Laboratory Technician,42620,7,18,0,26,2,22,3,10,2,3,3,06:09:50,230
2121,33,0,2,Research & Development,8,2,1,2,Research Scientist,161840,0,13,1,10,2,9,0,8,4,3,4,10:26:04,247
2122,19,0,2,Sales,2,4,0,3,Laboratory Technician,115570,1,22,0,1,0,1,0,1,2,3,3,09:58:59,241
2123,23,0,2,Sales,2,3,0,3,Laboratory Technician,18780,1,13,1,1,2,1,0,1,4,3,3,06:43:53,235
2124,25,1,3,Research & Development,1,1,0,1,Manufacturing Director,109320,1,11,1,1,3,1,1,0,3,3,3,08:00:27,228
2125,26,0,2,Human Resources,9,3,0,2,Research Scientist,68110,1,11,1,8,4,8,2,2,3,2,3,07:48:23,234
2126,45,1,2,Human Resources,12,3,0,2,Laboratory Technician,43060,2,11,2,26,3,24,1,11,1,3,3,09:18:14,245
2127,55,0,1,Research & Development,27,3,1,2,Manager,48590,1,24,1,34,3,33,15,0,4,3,4,08:33:21,233
2128,21,1,3,Research & Development,20,2,1,4,Research Scientist,53370,1,14,1,2,2,2,2,2,1,1,3,06:58:20,239
2129,46,0,2,Research & Development,1,4,0,1,Manufacturing Director,23400,2,13,1,26,2,11,0,8,4,3,1,06:06:56,232
2130,34,0,2,Sales,13,4,0,3,Sales Representative,74910,0,14,1,4,3,3,0,2,3,3,2,08:05:23,237
2131,51,0,3,Research & Development,14,3,0,2,Research Director,105270,4,14,0,31,3,29,11,10,4,2,3,09:49:31,233
2132,59,0,2,Research & Development,4,2,0,2,Research Scientist,165950,6,21,1,25,2,9,5,4,4,2,3,06:09:11,243
2133,34,0,3,Sales,14,4,1,3,Research Scientist,88340,4,13,1,15,1,11,5,10,3,4,3,05:55:36,228
2134,28,0,3,Research & Development,2,3,1,1,Manager,55770,0,19,0,5,3,4,0,2,4,2,3,09:42:07,243
2135,44,0,2,Research & Development,3,4,0,2,Research Scientist,47070,1,17,0,26,4,25,14,13,3,2,1,06:48:56,228
2136,34,0,3,Sales,1,3,0,2,Sales Executive,24000,4,18,1,14,3,10,1,8,3,4,3,06:38:27,232
2137,35,0,2,Research & Development,9,3,0,4,Healthcare Representative,98240,0,19,0,4,2,3,2,2,3,3,3,09:51:35,245
2138,42,0,2,Research & Development,23,4,1,1,Manager,64470,6,13,0,18,3,1,0,0,2,3,3,08:50:20,245
2139,43,0,2,Research & Development,7,2,1,1,Laboratory Technician,195020,3,18,2,23,3,21,15,17,4,4,4,05:37:26,229
2140,36,0,2,Research & Development,2,4,0,1,Healthcare Representative,27250,9,21,1,18,4,16,5,12,3,3,2,09:50:08,242
2141,44,1,2,Research & Development,21,4,1,2,Laboratory Technician,62720,1,19,1,10,3,10,0,5,1,3,3,05:15:08,228
2142,28,0,3,Research & Development,2,3,1,2,Sales Representative,21270,1,14,0,2,3,2,2,2,4,3,3,08:36:13,232
2143,51,0,3,Sales,21,4,0,2,Research Scientist,182000,0,17,0,8,3,7,7,7,2,NA,3,06:20:42,236
2144,30,0,1,Research & Development,2,4,0,1,Research Scientist,20960,7,11,3,10,2,8,1,7,3,3,3,08:35:16,236
2145,29,1,2,Research & Development,29,4,1,1,Sales Representative,28860,3,13,0,10,4,7,7,7,2,3,3,07:31:21,234
2146,28,0,2,Sales,1,4,1,2,Sales Representative,20330,2,15,1,5,5,3,1,2,4,2,3,05:51:31,226
2147,25,0,2,Research & Development,18,2,0,1,Research Scientist,36220,1,25,0,2,0,2,2,1,4,2,3,07:16:43,238
2148,32,0,2,Research & Development,10,4,1,1,Sales Executive,42330,1,11,0,10,5,10,0,8,3,4,3,06:06:51,234
2149,45,0,3,Research & Development,19,3,0,3,Laboratory Technician,36810,3,17,1,22,2,0,0,0,NA,3,3,05:25:44,237
2150,39,0,2,Sales,29,1,1,1,Laboratory Technician,54600,6,13,2,21,3,19,15,2,3,3,3,07:35:46,236
2151,58,0,2,Research & Development,27,3,0,2,Laboratory Technician,21870,1,18,1,2,1,2,2,2,1,3,1,05:16:52,230
2152,32,1,2,Research & Development,5,3,1,1,Sales Executive,96020,1,13,1,10,3,10,1,1,4,3,3,05:51:33,236
2153,39,1,2,Research & Development,18,2,0,2,Laboratory Technician,28360,0,20,0,6,3,5,0,3,3,3,2,06:49:06,231
2154,30,0,2,Sales,9,1,0,4,Research Director,40890,0,18,0,10,2,9,6,7,1,3,4,05:44:29,243
2155,36,0,2,Sales,1,3,0,2,Sales Executive,166270,3,12,0,10,5,7,1,7,4,3,2,05:57:56,232
2156,46,0,2,Sales,4,3,0,1,Research Scientist,26190,6,12,1,10,3,7,5,7,4,4,2,07:08:44,242
2157,28,0,1,Research & Development,1,3,0,5,Sales Executive,56790,0,13,0,10,2,9,7,5,3,3,2,07:09:30,234
2158,50,0,2,Research & Development,20,2,1,5,Laboratory Technician,154020,4,21,0,25,3,3,1,2,4,3,2,09:31:15,238
2159,40,1,2,Sales,8,1,0,1,Laboratory Technician,59850,2,13,3,9,1,5,1,0,4,3,2,08:42:31,232
2160,52,1,2,Research & Development,3,2,0,3,Laboratory Technician,25790,9,19,1,10,1,8,7,7,2,2,3,09:21:56,244
2161,30,0,2,Research & Development,6,4,1,1,Sales Executive,30410,1,11,1,9,2,9,0,8,2,3,2,09:12:36,232
2162,39,0,2,Research & Development,26,1,0,2,Healthcare Representative,34470,0,14,0,9,5,8,1,7,1,3,3,05:36:35,245
2163,31,0,1,Research & Development,1,2,0,1,Sales Executive,195130,1,12,1,10,1,10,9,6,4,2,2,09:10:20,237
2164,41,0,1,Sales,6,3,1,1,Research Director,27730,1,11,0,19,3,19,11,9,3,3,3,07:19:03,245
2165,31,1,3,Research & Development,3,1,0,1,Sales Executive,71040,1,14,1,3,3,3,2,2,4,4,3,08:00:57,229
2166,44,1,2,Sales,5,3,0,1,Laboratory Technician,63220,4,11,1,10,2,3,1,2,1,4,3,05:28:23,237
2167,42,0,1,Research & Development,4,3,0,2,Laboratory Technician,20830,0,12,2,21,3,20,2,10,3,2,2,09:09:08,246
2168,55,0,2,Sales,11,3,0,2,Manufacturing Director,83810,4,15,1,23,3,19,9,11,4,3,3,05:52:03,231
2169,56,0,2,Sales,3,2,1,3,Manufacturing Director,26910,6,16,1,36,6,7,7,7,4,3,3,07:22:58,241
2170,40,0,1,Research & Development,1,1,0,1,Laboratory Technician,42860,9,15,0,6,6,4,0,0,3,3,3,06:31:20,232
2171,34,0,2,Research & Development,3,2,0,2,Research Director,26590,0,24,3,10,2,9,1,6,4,2,3,06:42:28,236
2172,40,0,2,Sales,4,3,0,2,Sales Executive,94340,1,13,1,9,3,9,8,8,3,3,2,05:30:58,240
2173,41,0,3,Sales,1,4,1,2,Healthcare Representative,55610,0,11,0,10,2,9,1,7,3,3,2,06:55:28,235
2174,35,0,3,Sales,1,2,0,2,Manager,66460,1,13,1,9,2,9,1,1,3,3,2,08:59:53,247
2175,51,0,2,Sales,18,2,0,4,Manufacturing Director,77250,1,13,1,33,2,33,0,10,3,3,3,08:47:24,242
2176,38,0,2,Sales,2,4,1,1,Research Scientist,107250,3,18,0,11,5,7,1,7,2,3,2,05:57:18,236
2177,34,0,2,Sales,4,3,0,2,Research Scientist,88470,1,16,0,10,3,10,9,6,3,4,4,06:44:05,243
2178,25,0,2,Research & Development,6,2,1,4,Research Scientist,20450,3,19,0,7,3,3,1,2,4,2,3,05:25:22,225
2179,58,1,2,Sales,1,4,0,2,Sales Executive,10090,7,13,2,31,3,10,5,9,3,2,4,07:38:36,235
2180,40,0,2,Research & Development,14,4,1,1,Research Scientist,33480,3,22,0,7,2,4,0,3,2,3,1,05:31:53,236
2181,36,0,3,Sales,16,2,0,1,Research Scientist,12810,2,11,0,17,2,15,6,13,1,2,3,05:33:01,238
2182,48,0,2,Research & Development,2,1,0,2,Research Scientist,28190,1,20,0,11,2,10,0,8,4,3,2,06:41:39,230
2183,27,0,2,Research & Development,2,3,1,2,Laboratory Technician,48510,8,18,0,5,2,1,0,0,3,3,3,06:36:29,243
2184,51,0,2,Research & Development,4,1,1,3,Manufacturing Director,40280,3,14,0,29,3,5,0,3,4,2,3,06:31:06,227
2185,18,0,1,Research & Development,1,4,0,2,Sales Executive,27200,1,22,1,0,2,0,0,0,4,4,3,07:21:37,243
2186,35,0,2,Research & Development,1,4,1,2,Research Director,81200,0,13,0,10,2,9,0,0,4,3,2,06:19:39,230
2187,27,0,3,Research & Development,26,4,1,1,Research Director,46470,3,17,0,8,3,6,0,0,4,3,4,06:35:30,234
2188,55,1,2,Research & Development,19,3,0,1,Human Resources,46800,6,14,3,24,0,19,3,8,1,2,4,08:05:02,243
2189,56,0,2,Research & Development,24,4,0,2,Laboratory Technician,32210,4,15,2,33,2,19,15,9,4,3,3,09:44:38,245
2190,34,0,1,Sales,1,2,0,2,Research Scientist,86210,1,17,1,5,1,5,0,0,1,3,3,05:49:01,238
2191,40,0,2,Research & Development,3,3,0,2,Sales Executive,45770,5,11,1,15,3,12,11,8,2,3,2,05:56:00,239
2192,34,0,2,Research & Development,5,3,0,1,Research Scientist,45530,4,18,1,10,2,8,7,7,2,3,4,06:26:04,234
2193,31,1,3,Research & Development,2,2,1,2,Manufacturing Director,53960,7,17,1,3,2,1,0,0,3,4,1,07:08:39,243
2194,35,1,3,Research & Development,1,2,0,1,Manufacturing Director,67960,0,13,0,5,2,4,3,2,4,2,3,08:26:50,243
2195,38,0,3,Research & Development,7,3,1,2,Sales Representative,76250,1,15,0,4,2,4,0,3,4,3,2,05:51:46,240
2196,34,0,2,Research & Development,10,4,1,2,Laboratory Technician,74120,1,24,0,14,4,14,4,11,3,4,3,07:18:03,241
2197,28,0,2,Research & Development,2,3,1,2,Healthcare Representative,111590,1,12,0,5,2,5,0,4,3,3,3,06:13:20,243
2198,31,1,2,Research & Development,15,2,0,2,Sales Executive,49600,1,15,0,10,3,10,6,7,4,2,2,09:43:06,233
2199,39,0,2,Research & Development,17,4,1,2,Healthcare Representative,104750,3,11,1,8,3,5,1,4,1,4,3,09:10:32,232
2200,51,0,3,Research & Development,20,3,0,2,Sales Executive,148140,2,11,1,14,2,4,3,2,2,3,2,06:36:53,244
2201,41,0,3,Research & Development,1,3,0,4,Sales Executive,191410,3,12,1,12,2,6,3,3,4,2,3,09:46:12,239
2202,37,0,2,Research & Development,2,2,1,1,Healthcare Representative,54050,7,15,0,8,3,6,1,3,3,3,4,09:23:44,236
2203,33,0,3,Research & Development,2,3,1,1,Sales Executive,87930,6,17,0,8,2,5,1,2,2,4,3,06:58:25,234
2204,32,0,2,Research & Development,1,4,0,5,Research Director,191890,0,12,1,4,3,3,1,2,3,2,3,09:50:18,247
2205,39,0,1,Research & Development,29,2,0,2,Sales Executive,38750,3,15,0,13,3,6,0,5,3,3,3,05:57:47,236
2206,25,0,2,Research & Development,7,4,0,1,Sales Executive,22160,2,13,3,6,2,3,1,2,1,2,2,06:27:47,234
2207,52,0,3,Research & Development,2,1,0,2,Sales Executive,117130,2,14,0,24,2,5,0,2,4,2,3,08:12:57,236
2208,43,0,2,Research & Development,2,2,0,1,Laboratory Technician,78610,1,14,2,20,1,20,1,8,1,1,3,08:41:05,234
2209,27,0,2,Research & Development,2,4,0,1,Human Resources,37080,1,16,2,6,2,6,4,4,4,3,3,09:36:13,243
2210,27,1,2,Research & Development,2,5,1,1,Research Scientist,137700,1,18,1,8,3,8,7,7,4,3,4,08:48:59,230
2211,26,0,2,Research & Development,2,2,0,3,Laboratory Technician,53040,0,20,1,5,2,4,1,1,1,3,3,05:35:47,231
2212,42,0,2,Sales,23,3,1,3,Research Scientist,26420,0,13,1,21,3,20,0,9,3,3,3,05:22:41,229
2213,52,0,2,Research & Development,5,2,1,1,Healthcare Representative,27590,9,18,1,12,6,5,0,4,3,1,3,05:59:00,240
2214,37,0,2,Research & Development,20,5,0,2,Manager,68040,4,13,1,8,1,3,0,2,1,3,3,06:29:43,227
2215,35,0,3,Research & Development,6,4,1,2,Research Director,61420,2,15,1,10,2,2,2,2,3,3,3,06:57:38,237
2216,25,0,2,Research & Development,1,4,0,2,Sales Executive,25000,4,14,2,7,2,3,0,2,1,2,1,07:28:30,244
2217,26,0,2,Research & Development,29,4,0,1,Research Scientist,63890,0,22,0,8,2,7,0,7,3,3,2,06:19:47,243
2218,29,0,2,Sales,9,3,0,1,Laboratory Technician,111030,1,12,0,10,5,10,0,9,2,2,2,05:25:20,228
2219,49,1,3,Sales,6,5,1,2,Healthcare Representative,23420,3,18,0,20,2,4,1,3,1,3,3,06:35:26,244
2220,29,1,3,Sales,3,2,1,2,Laboratory Technician,68110,0,15,1,9,2,8,7,7,3,3,3,07:53:13,239
2221,54,0,2,Sales,1,3,1,2,Manager,22970,6,18,2,29,2,20,12,7,4,2,2,05:44:46,240
2222,58,0,2,Sales,22,3,1,2,Laboratory Technician,24500,3,12,1,32,2,9,1,5,4,3,3,09:33:25,236
2223,55,0,2,Research & Development,7,3,1,3,Research Scientist,50930,2,16,1,31,3,7,0,0,2,4,3,06:44:53,235
2224,36,0,2,Research & Development,1,3,0,2,Sales Executive,53090,3,13,0,15,5,5,0,1,1,3,3,08:51:31,246
2225,31,1,3,Sales,4,3,0,2,Manager,30570,1,19,0,1,3,1,0,0,2,3,3,06:37:59,237
2226,30,0,2,Sales,3,3,0,3,Sales Executive,51210,7,13,0,8,4,3,0,2,4,3,3,06:46:27,236
2227,31,0,2,Research & Development,1,3,0,1,Laboratory Technician,168560,3,12,1,9,3,3,1,0,1,NA,3,06:37:47,237
2228,34,0,3,Sales,2,1,1,5,Manager,26860,5,11,0,10,3,4,1,3,4,3,4,07:05:54,244
2229,31,1,2,Sales,20,3,0,1,Research Scientist,61800,1,14,1,1,2,1,0,0,1,4,1,07:30:42,245
2230,27,0,2,Human Resources,11,4,0,4,Sales Executive,66320,0,16,0,6,3,5,1,4,2,4,3,06:44:40,245
2231,36,0,2,Sales,1,3,0,2,Research Scientist,35050,1,12,2,10,2,10,1,8,1,2,2,05:28:19,226
2232,36,0,2,Research & Development,24,3,1,3,Research Director,63970,4,14,1,11,3,3,0,2,3,2,3,06:45:14,241
2233,47,0,2,Research & Development,23,4,1,2,Sales Executive,62740,7,14,2,17,0,6,1,2,1,2,3,07:06:17,238
2234,25,1,2,Sales,16,4,0,2,Research Scientist,198590,3,19,0,6,3,3,2,2,1,3,2,06:20:19,230
2235,37,0,1,Sales,8,4,0,1,Healthcare Representative,75870,0,22,1,7,5,6,1,3,3,1,3,07:00:43,242
2236,56,0,2,Research & Development,10,4,0,2,Sales Representative,42580,2,16,0,5,2,3,1,0,1,4,3,05:47:48,229
2237,47,0,2,Research & Development,3,2,0,2,Laboratory Technician,43640,3,11,1,26,3,20,5,6,1,4,3,05:38:14,232
2238,24,0,2,Research & Development,5,1,0,1,Manufacturing Director,43350,1,15,1,5,5,5,0,3,4,3,3,09:10:32,247
2239,32,0,2,Sales,4,3,0,1,Research Scientist,53260,4,14,1,7,2,4,0,3,4,2,3,06:45:44,235
2240,34,0,2,Research & Development,9,2,0,1,Sales Executive,32800,5,13,0,7,3,5,0,2,4,2,3,05:42:34,243
2241,41,0,2,Research & Development,26,3,1,3,Sales Executive,54850,2,17,2,7,2,4,0,3,2,2,3,09:36:58,239
2242,40,0,1,Sales,3,2,0,1,Sales Executive,43420,3,11,1,11,6,8,0,7,3,4,2,05:45:20,236
2243,31,0,2,Research & Development,16,3,0,2,Human Resources,27820,1,19,1,13,5,13,9,9,1,3,3,05:52:40,228
2244,46,1,2,Research & Development,18,1,0,1,Manufacturing Director,59800,4,11,1,28,2,7,4,3,1,4,3,05:53:26,230
2245,39,1,1,Research & Development,2,4,0,2,Manufacturing Director,43810,2,15,2,11,1,1,0,0,1,4,2,08:44:21,243
2246,31,1,3,Sales,2,3,0,2,Sales Executive,25720,1,13,3,10,3,10,4,7,3,3,3,06:19:33,243
2247,45,0,2,Sales,10,2,0,1,Sales Executive,38330,2,14,0,24,1,7,0,7,2,3,3,09:39:47,240
2248,31,0,2,Research & Development,16,4,0,3,Human Resources,42440,9,13,0,8,3,3,0,2,4,3,3,05:58:57,232
2249,31,1,3,Research & Development,7,4,0,1,Laboratory Technician,65000,6,23,1,7,5,2,2,2,2,1,3,09:41:10,246
2250,45,0,2,Research & Development,1,2,1,1,Research Scientist,184300,4,12,1,10,5,3,1,2,2,4,3,09:35:39,237
2251,48,0,2,Research & Development,24,3,0,2,Research Scientist,16010,4,12,0,15,3,2,2,2,3,3,3,06:29:19,239
2252,34,1,2,Research & Development,7,4,0,2,Research Scientist,26940,1,16,1,2,3,2,2,2,1,3,3,06:39:18,234
2253,40,0,1,Research & Development,25,4,1,1,Sales Executive,31490,2,15,1,16,1,9,4,8,4,3,2,07:18:43,239
2254,28,0,2,Research & Development,1,2,1,1,Research Scientist,176390,0,13,1,6,0,5,1,3,4,3,3,06:06:52,245
2255,44,0,1,Research & Development,5,3,0,1,Laboratory Technician,23190,3,18,0,7,4,5,0,3,3,3,2,05:49:55,231
2256,53,0,2,Research & Development,2,4,0,2,Manager,116910,4,20,0,35,2,9,8,8,4,2,3,06:01:45,228
2257,49,0,2,Research & Development,7,3,0,3,Laboratory Technician,53240,2,19,0,20,2,3,1,2,1,2,1,06:14:25,240
2258,40,0,2,Research & Development,2,4,0,3,Laboratory Technician,167520,2,18,1,8,3,3,1,2,3,4,3,05:42:40,229
2259,44,0,2,Research & Development,5,1,0,3,Research Scientist,52280,1,13,0,6,2,5,1,3,4,2,4,06:08:56,232
2260,33,0,3,Human Resources,10,3,1,2,Sales Executive,27000,0,14,3,5,2,4,0,3,4,3,3,06:26:54,231
2261,34,0,2,Research & Development,10,4,1,1,Sales Representative,192460,3,15,1,15,5,13,3,12,4,3,3,06:23:59,243
2262,30,0,2,Sales,1,2,0,1,Laboratory Technician,25060,8,22,0,4,3,2,2,2,4,2,3,05:25:24,231
2263,42,0,3,Research & Development,8,4,1,1,Sales Executive,60620,1,22,2,12,2,12,5,8,1,3,3,06:43:41,241
2264,44,0,3,Research & Development,5,3,1,5,Manufacturing Director,43820,7,16,2,11,2,1,0,0,1,2,3,06:52:21,236
2265,30,0,1,Research & Development,8,3,0,1,Manufacturing Director,21430,1,17,1,1,2,1,0,0,3,2,3,05:39:09,239
2266,57,0,2,Sales,2,1,0,3,Research Scientist,61620,0,14,0,13,5,12,2,8,2,2,2,06:45:34,232
2267,49,0,2,Research & Development,7,3,1,2,Sales Executive,50940,3,15,0,29,5,8,0,7,3,3,3,06:02:02,228
2268,34,0,3,Research & Development,2,4,1,2,Sales Representative,68770,7,20,0,16,3,14,6,9,2,2,3,05:25:32,225
2269,28,1,3,Research & Development,2,3,0,1,Research Scientist,22740,3,20,1,5,5,3,1,2,1,4,3,05:58:14,240
2270,29,1,3,Research & Development,28,3,1,5,Research Scientist,44340,5,17,3,7,1,5,0,0,1,1,3,06:51:06,229
2271,34,1,2,Research & Development,7,1,0,1,Research Scientist,62880,0,15,1,16,2,15,10,10,1,4,3,07:36:44,233
2272,35,0,2,Sales,7,4,1,4,Healthcare Representative,25530,1,14,1,1,4,1,0,0,4,3,2,05:45:11,227
2273,24,1,3,Sales,3,3,0,2,Research Scientist,76540,2,17,1,4,3,0,0,0,2,2,2,07:51:21,241
2274,24,0,1,Research & Development,10,3,1,2,Manager,51600,1,17,1,1,3,1,0,0,4,3,1,06:52:01,242
2275,44,0,3,Research & Development,5,2,1,2,Research Scientist,171590,5,22,1,16,1,2,2,2,2,2,2,09:13:52,234
2276,29,0,2,Sales,10,2,1,1,Sales Executive,128080,1,13,0,10,6,10,0,4,3,3,3,06:18:41,236
2277,30,0,2,Research & Development,1,2,0,3,Sales Executive,102210,0,19,1,6,2,5,1,3,3,4,3,05:24:00,231
2278,55,0,2,Sales,20,3,0,2,Research Scientist,47790,0,14,1,4,6,3,1,2,4,3,3,09:57:47,243
2279,33,0,2,Research & Development,7,2,0,2,Research Scientist,37370,8,22,2,8,2,5,0,2,1,3,3,06:57:34,230
2280,47,0,2,Research & Development,8,4,1,2,Sales Representative,23660,3,17,0,11,5,5,1,2,3,2,2,09:37:59,231
2281,28,1,3,Sales,1,3,0,2,Laboratory Technician,17060,7,12,0,8,3,0,0,0,3,2,3,06:46:22,233
2282,28,0,2,Sales,8,4,0,1,Laboratory Technician,163070,1,16,0,1,3,1,0,0,1,1,2,05:31:27,236
2283,28,0,3,Research & Development,9,3,1,2,Sales Executive,59330,0,11,0,5,3,4,1,3,3,3,3,06:20:06,235
2284,49,0,2,Research & Development,5,4,1,1,Research Scientist,34240,4,11,0,10,3,3,1,2,3,3,3,05:38:47,230
2285,29,0,3,Research & Development,8,1,0,1,Research Scientist,40370,0,14,0,4,2,3,0,2,4,3,1,06:14:40,229
2286,28,0,2,Research & Development,5,1,0,2,Laboratory Technician,25590,1,11,0,8,3,8,1,7,3,2,2,05:35:48,244
2287,33,0,2,Research & Development,15,4,1,1,Sales Executive,62010,2,15,3,14,2,0,0,0,4,3,2,07:52:28,242
2288,32,0,2,Research & Development,7,3,1,3,Laboratory Technician,44030,2,20,0,10,3,5,0,0,3,4,2,06:33:10,230
2289,54,0,3,Sales,10,3,1,4,Research Scientist,37610,3,12,0,26,3,14,1,12,2,3,2,06:08:41,230
2290,29,1,2,Research & Development,5,3,1,2,Research Scientist,109340,6,17,2,11,2,9,0,7,1,1,3,05:53:54,235
2291,44,0,2,Sales,26,1,0,1,Sales Representative,107610,3,11,1,24,5,20,14,17,4,4,2,07:19:18,242
2292,39,0,2,Sales,6,1,1,2,Laboratory Technician,51750,4,17,1,9,2,2,2,2,2,3,4,06:25:06,235
2293,46,0,2,Research & Development,4,2,0,3,Manufacturing Director,138260,8,11,0,23,1,13,5,1,3,4,2,06:32:28,243
2294,35,0,2,Research & Development,23,4,0,2,Research Scientist,63340,1,14,0,11,2,11,3,3,4,1,4,05:44:07,241
2295,23,0,2,Research & Development,2,4,1,2,Manager,49360,0,19,1,5,2,4,1,2,1,3,2,07:03:43,240
2296,40,1,2,Research & Development,2,3,0,2,Research Director,47750,3,15,1,15,3,5,1,0,4,1,4,07:00:35,241
2297,34,0,2,Human Resources,2,3,0,2,Manufacturing Director,28180,1,13,1,10,2,10,8,6,4,3,3,09:30:06,241
2298,31,1,3,Research & Development,29,3,1,2,Healthcare Representative,25150,1,14,0,7,3,7,7,7,4,1,2,05:33:40,228
2299,50,0,3,Research & Development,6,3,0,1,Manager,23420,1,12,1,32,2,32,13,9,3,3,2,08:59:42,235
2300,34,0,2,Sales,25,5,1,1,Research Scientist,41940,0,17,2,12,3,11,5,7,2,3,3,09:39:17,240
2301,42,0,2,Research & Development,1,3,1,1,Manufacturing Director,106850,4,11,3,4,2,1,0,0,3,3,3,06:05:38,242
2302,37,0,2,Research & Development,2,2,0,1,Research Scientist,20220,1,12,0,10,1,10,3,7,1,3,3,07:16:10,236
2303,29,0,2,Research & Development,1,3,1,1,Manager,23140,3,13,0,9,5,7,0,7,3,3,4,05:34:54,236
2304,33,0,2,Research & Development,1,1,0,1,Research Scientist,42560,1,13,3,5,1,5,0,2,4,3,3,06:39:03,241
2305,45,0,2,Sales,3,3,0,3,Laboratory Technician,35800,4,20,1,8,1,5,0,3,4,3,2,05:13:29,228
2306,42,0,3,Human Resources,1,4,0,2,Manufacturing Director,31620,2,17,2,24,1,20,13,9,4,1,3,07:16:05,234
2307,40,0,2,Sales,10,1,1,1,Manufacturing Director,65240,0,13,1,9,2,8,7,1,1,4,4,05:31:25,229
2308,33,0,2,Research & Development,9,3,1,2,Manufacturing Director,28990,1,17,0,15,3,15,5,7,2,3,2,10:00:45,246
2309,40,0,2,Sales,5,5,0,1,Manufacturing Director,52310,1,12,2,21,4,21,7,7,3,3,3,07:44:38,241
2310,24,0,2,Sales,10,2,0,1,Manufacturing Director,23560,0,13,0,2,5,1,0,0,3,3,3,05:37:14,240
2311,40,0,1,Research & Development,7,3,0,1,Research Scientist,28000,3,12,2,8,0,2,2,2,4,NA,2,07:51:01,244
2312,45,0,2,Research & Development,4,3,1,3,Laboratory Technician,118360,1,22,0,10,2,10,7,7,1,3,4,05:44:02,228
2313,35,0,2,Research & Development,10,1,0,1,Healthcare Representative,109030,0,11,0,6,3,5,4,2,2,3,4,07:19:31,245
2314,32,0,2,Research & Development,22,4,0,1,Sales Executive,29730,3,22,0,12,0,7,2,5,4,3,4,06:37:00,237
2315,36,0,2,Sales,9,3,1,4,Research Scientist,142750,3,18,1,7,5,3,1,2,3,2,2,08:11:28,235
2316,48,0,2,Research & Development,12,4,0,1,Laboratory Technician,55620,8,13,1,18,2,8,7,7,3,3,3,07:07:09,236
2317,29,0,2,Research & Development,23,4,1,2,Healthcare Representative,45370,6,18,1,5,5,1,0,0,3,2,4,06:50:11,229
2318,33,0,2,Research & Development,9,1,0,1,Healthcare Representative,76420,2,20,1,8,2,2,2,2,1,1,2,06:36:28,243
2319,30,1,2,Research & Development,1,3,0,3,Sales Executive,179240,1,13,2,10,2,10,6,7,2,3,3,06:27:40,228
2320,38,0,3,Sales,9,3,0,1,Manufacturing Director,52040,3,13,1,10,2,6,1,2,3,3,3,06:25:19,243
